recipe_title,description,num_steps,combined_text,ingredients_raw,cuisine_list,tastes,cook_speed,est_cook_time_min,difficulty,dietary_profile,healthiness_score,health_flags,health_level
Air Fryer Pasta Tacos,"These air fryer pasta tacos are a fusion of manicotti and tacos. Pasta shells, filled with taco seasoned beef and cheese, are coated in crushed tortilla chips and air fried for a crunchy, savory pasta ""taco"".",7,"air fryer pasta tacos air fryer recipes air fryer recipes 1 (8 ounce) box manicotti pasta 1 pound ground beef 1 packet taco seasoning 4 ounces green chiles 1 10 ounce) can tomatoes with green chiles, such as ro*tel??, drained 2 cups shredded cheddar cheese 3 large eggs 2 tablespoons milk or half-and-half 3 cups tortilla chips salsa, hot sauce, sour cream, and/or guacamole bring a large pot of salted water to a boil. add pasta and cook for 6 minutes. drain and rinse under cold water. set aside. heat a nonstick skillet over medium-high heat. add beef and cook, crumbling with a spoon, until evenly browned, about 7 minutes. add taco seasoning, green chiles, and ro*tel and stir, scraping up any browned bits from the bottom of the pan. remove from heat and stir in cheddar cheese. fill each pasta shell with beef mixture and freeze for at least 30 minutes or up to 1 hour. meanwhile, whisk together eggs and milk in a shallow dish. place crushed tortilla chips in a second shallow dish. lighty coat filled pasta with egg wash and coat in crushed crumbs, pressing lightly to adhere if necessary. preheat an air fryer to 400 degrees f (200 degrees c) according to manufacturer's instructions. working in 2 batches, air fry the pasta tacos for 10 to 12 minutes. serve with desired toppings.","[""1 (8 ounce) box manicotti pasta"", ""1 pound ground beef"", ""1 packet taco seasoning"", ""4 ounces green chiles"", ""1 10 ounce) can tomatoes with green chiles, such as RO*TEL??, drained"", ""2 cups shredded Cheddar cheese"", ""3 large eggs"", ""2 tablespoons milk or half-and-half"", ""3 cups tortilla chips"", ""salsa, hot sauce, sour cream, and/or guacamole""]","[""american_region"", ""european"", ""french"", ""italian"", ""latin american"", ""russian""]","[""spicy"", ""sour"", ""savory"", ""umami""]",fast,56,medium,"[""nut_free"", ""halal"", ""kosher""]",56,"[""plant_based"", ""fried""]",moderate
Copycat Cinnabon Delights Hawaiian Rolls,"Make these copycat Cinnabon delights using Hawaiian rolls, cream cheese, and your air fryer. This recipe makes enough to serve a crowd.",6,"copycat cinnabon delights hawaiian rolls air fryer recipes air fryer recipes 8 ounces cream cheese 1/2 cup confectioners sugar 8 tablespoons butter, 1 teaspoon vanilla extract 1 teaspoon lemon juice 1/8 teaspoon salt 12 slider rolls 3/4 cup white sugar 1 tablespoon ground cinnamon combine cream cheese, confectioner's sugar, 2 tablespoons softened butter, vanilla, lemon juice and salt together in a medium bowl and mix with an electric mixer or whisk until smooth and well blended. transfer mixture to a resealable plastic bag or piping bag. use a paring knife to cut a 1/2-inch slit in one side of each roll. use a small spoon handle or finger to form a well in the center of each roll through the slit without going all the way through to the other side. snip the corner of the plastic bag and fill each roll with cream cheese mixture. it helps to use a small offset spatula or the end of a small spoon to work the mixture in to get an ample amount of filling inside without it oozing out the side. melt remaining butter in a small bowl and brush a light coating of butter on each roll. preheat an air fryer to 400 degrees f (200 degrees c) according to manufacturer's instructions. stir together sugar and cinnamon in a shallow dish. working in batches to avoid overcrowding, air fry filled rolls until browned and toasted, about 3 minutes. immediately coat warm rolls evenly with cinnamon sugar. brush with more butter if necessary before dipping in cinnamon sugar to help sugar adhere.","[""8 ounces cream cheese"", ""1/2 cup confectioners sugar"", ""8 tablespoons butter,"", ""1 teaspoon vanilla extract"", ""1 teaspoon lemon juice"", ""1/8 teaspoon salt"", ""12 slider rolls"", ""3/4 cup white sugar"", ""1 tablespoon ground cinnamon""]","[""european"", ""french"", ""greek"", ""middle eastern region""]","[""sweet"", ""sour"", ""savory"", ""umami""]",fast,38,medium,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",56,"[""plant_based"", ""sugary"", ""fried""]",moderate
Air Fryer English Muffin Tuna Melt,"This air fryer English muffin tuna melt makes a quick and delicious meal. Begin by toasting the English muffins in the air fryer, top with a quick tuna salad, and finish by melting the cheese air fryer, too.",2,"air fryer english muffin tuna melt air fryer recipes air fryer recipes 2 english muffins 2 (5-ounce) cans tuna 3 tablespoons mayonnaise 1 tablespoon mustard 3 tablespoons celery 1 tablespoon onion salt and freshly ground black pepper to taste 4 slices provolone cheese 4 slices cheddar cheese preheat an air fryer to 325 degrees f (165 degrees c). place sliced english muffins in air fryer and toast until lightly browned, 2 to 4 minutes. remove and set aside. combine tuna, mayonnaise, mustard, celery, onion, salt, and pepper in a bowl and mix until combined. divide tuna mixture into 4 equal parts, and top each muffin half with tuna. top each with 1 slice provolone cheese and 1 slice cheddar cheese. air fry until cheese is melted, 5 to 8 minutes.","[""2 English muffins"", ""2 (5-ounce) cans tuna"", ""3 tablespoons mayonnaise"", ""1 tablespoon mustard"", ""3 tablespoons celery"", ""1 tablespoon onion"", ""salt and freshly ground black pepper to taste"", ""4 slices provolone cheese"", ""4 slices Cheddar cheese""]","[""european"", ""german""]","[""savory"", ""umami""]",fast,16,medium,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",78,"[""plant_based""]",moderate
Air Fryer Lamb Chops,"These air fryer lamb chops marinate with minced fresh herbs, then cook to perfection in the air fryer in under 10 minutes. Roasted potatoes and a green salad make excellent side dishes.",6,"air fryer lamb chops air fryer recipes air fryer recipes 1/2 cup extra virgin olive oil 1 lemon, zested and juiced 1 teaspoon kosher salt 1/2 teaspoon ground black pepper 2 cloves garlic 1 teaspoon fresh oregano 1 teaspoon fresh mint 2 teaspoons fresh rosemary 3 teaspoons fresh parsley 4 (1/2-inch-thick) lamb loin chops combine olive oil, lemon zest and juice, salt, pepper, garlic, oregano, mint, rosemary, and parsley in a large resealable plastic bag. gently squeeze contents inside the bag to mix. add lamb chops, squeeze out as much air as possible, reseal the bag, and marinate in the refrigerator for at least 2 hours, or up to 4 hours. turn the bag after each hour, to marinate both sides of the chops. when ready to cook, preheat the air fryer to 400 degrees f (200 degrees c), or according to manufacturer's instructions. add lamb chops to the air fryer in a single layer and air fry for 3 1/2 minutes. turn chops and continue to air fry an additional 3 minutes. test for doneness with an instant read thermometer. 120 degrees f (49 degrees c) is rare, 130 degrees f (54 degrees c) is medium, and 145 degrees f (63 degrees c) is medium well. add time in 1-minute increments to achieve desired doneness. tent with foil and allow to rest for 5 to 10 minutes before serving.","[""1/2 cup extra virgin olive oil"", ""1 lemon, zested and juiced"", ""1 teaspoon kosher salt"", ""1/2 teaspoon ground black pepper"", ""2 cloves garlic"", ""1 teaspoon fresh oregano"", ""1 teaspoon fresh mint"", ""2 teaspoons fresh rosemary"", ""3 teaspoons fresh parsley"", ""4 (1/2-inch-thick) lamb loin chops""]","[""asian"", ""european"", ""greek"", ""italian"", ""korean"", ""mediterranean"", ""middle eastern region"", ""turkish"", ""vietnamese""]","[""sour"", ""savory""]",fast,74,hard,"[""vegan"", ""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",80,"[""plant_based"", ""healthy_fats"", ""fried""]",healthy
Air Fryer Pesto Chicken Quinoa Bowl,"This air fryer pesto chicken quinoa bowl is a hearty dinner, with air fried, seasoned chicken and zucchini spears atop fluffy, whole-grain quinoa, fresh tomatoes, and crumbled feta.",7,"air fryer pesto chicken quinoa bowl air fryer recipes air fryer recipes 2 teaspoons pesto 1/4 teaspoon garlic powder 1 pound boneless chicken breasts 2 teaspoons olive oil 1/8 teaspoon crushed red pepper flakes 1/8 teaspoon salt 1/8 teaspoon ground black pepper 1 zucchini, nonstick cooking spray 2 cups cooked quinoa (see note) 10 basil leaves, 1 cup grape tomatoes, 1/4 cup feta cheese mix together pesto and garlic powder in a bowl. add chicken to bowl and stir until evenly coated. in a separate bowl mix together olive oil, pepper flakes, salt, and black pepper. add zucchini to the bowl and stir until evenly coated. preheat an air fryer to 400 degrees f (200 degrees c). lightly spray air fryer with nonstick spray. place chicken on one side, and place seasoned zucchini on the other side. fry in the preheated air fryer until an instant-read thermometer inserted into the center of chicken reads 165 degrees f (74 degrees c), about 10 minutes. mix cooked quinoa and chopped basil leaves together. in a bowl place 1 cup quinoa, ?« cup chopped tomatoes, half the chicken breasts, and half the zucchini spears. top each bowl with half the feta cheese and serve.","[""2 teaspoons pesto"", ""1/4 teaspoon garlic powder"", ""1 pound boneless chicken breasts"", ""2 teaspoons olive oil"", ""1/8 teaspoon crushed red pepper flakes"", ""1/8 teaspoon salt"", ""1/8 teaspoon ground black pepper"", ""1 zucchini,"", ""nonstick cooking spray"", ""2 cups cooked quinoa (see Note)"", ""10 basil leaves,"", ""1 cup grape tomatoes,"", ""1/4 cup feta cheese""]","[""asian"", ""european"", ""greek"", ""italian"", ""korean"", ""mediterranean"", ""middle eastern region"", ""thai""]","[""sweet"", ""spicy"", ""savory"", ""umami""]",fast,41,medium,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",88,"[""plant_based"", ""whole_grains"", ""healthy_fats"", ""fried""]",healthy
Air Fryer Honey Mustard Salmon Bites,These air fryer honey mustard salmon bites are quick and easy to make in the air fryer. Honey mustard and salmon are so delicious togetherƒ??these bites will be a hit at your next party.,6,"air fryer honey mustard salmon bites air fryer recipes air fryer recipes 1 pound salmon 1 teaspoon olive oil 1/2 teaspoon paprika 1/4 teaspoon salt 1/8 teaspoon black pepper 1/4 cup honey mustard gather all ingredients. preheat an air fryer to 400 degrees f (200 degrees c). combine salmon, oil, paprika, salt, and pepper in a small mixing bowl. toss to combine. place seasoned salmon in the basket of the air fryer. air fry for 4 minutes. using a basting brush, lightly brush honey mustard over salmon pieces. stick a toothpick in each bite. air fry until fish flakes easily with a fork, about 4 minutes more. transfer to a serving plate and serve immediately.","[""1 pound salmon"", ""1 teaspoon olive oil"", ""1/2 teaspoon paprika"", ""1/4 teaspoon salt"", ""1/8 teaspoon black pepper"", ""1/4 cup honey mustard""]","[""european"", ""german"", ""greek"", ""mediterranean"", ""middle eastern region""]","[""sweet"", ""savory"", ""umami""]",fast,38,medium,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",66,"[""plant_based"", ""healthy_fats"", ""sugary"", ""fried""]",moderate
Air Fryer Honey Mustard Salmon,"This air fryer honey mustard salmon is quick enough to make for a weeknight. Sweet-sharp honey mustard is a perfect flavor match for succulent salmon, and preparing it in the air fryer is the next best thing to grilling with half the trouble.",6,"air fryer honey mustard salmon air fryer recipes air fryer recipes 1 pound salmon filet 2 teaspoons dijon mustard 1 teaspoon honey 1/2 teaspoon salt 1/4 teaspoon black pepper gather all ingredients. preheat an air fryer to 400 degrees f (200 degrees c). stir dijon and honey together in a small bowl; brush over salmon. season with salt and pepper. place salmon in a single layer in the air fryer basket. air fry salmon in the preheated air fryer until fish flakes easily with a fork, 7 to 9 minutes. depending on thickness. for sauce, melt butter in a small saucepan over medium heat. remove from heat and pour in whiskey. return saucepan to heat and allow flame to burn off the alcohol. stir in cream, dijon, and honey; bring to a gentle boil and cook until sauce thickens slightly, 1 to 2 minutes. season with salt and pepper. transfer salmon to plates, and garnish with sauce and fresh thyme.","[""1 pound salmon filet"", ""2 teaspoons Dijon mustard"", ""1 teaspoon honey"", ""1/2 teaspoon salt"", ""1/4 teaspoon black pepper""]","[""european"", ""french"", ""german""]","[""sweet"", ""bitter"", ""savory"", ""umami""]",medium,63,medium,"[""gluten_free"", ""nut_free"", ""kosher""]",50,"[""plant_based"", ""sugary"", ""fried""]",moderate
Panko Sesame Crusted Salmon Bites,"These air-fried panko sesame crusted salmon bites have a crunchy, nutty crust surrounding tender, buttery perfectly-cooked salmon. You'll have time to stir up the sweet-savory Kewpie mayonnaise, soy, sesame, chili-garlic-lime dipping sauce while the salmon bites are in the fryer.",5,"panko sesame crusted salmon bites air fryer recipes air fryer recipes 1 pound salmon fillet 1 teaspoon kosher salt 1 teaspoon granulated garlic 1/2 cup mayonnaise 1 tablespoon toasted sesame oil 1 tablespoon soy sauce 1 1/2 teaspoons lime juice, 1/2 cup panko (japanese-style breadcrumbs) 1/2 cup toasted sesame seeds cooking spray 2 teaspoons chili garlic sauce 1 teaspoon honey gather all ingredients. sprinkle salmon evenly with 1/2 teaspoon salt. whisk together granulated garlic, 1/4 cup mayonnaise, 1 1/2 teaspoons sesame oil, 1 1/2 teaspoons soy sauce, 1 teaspoon lime juice, and remaining 1/2 teaspoon salt in a bowl. add salmon to mayonnaise mixture and gently toss to coat. stir together panko, sesame seeds, and 1 teaspoon sesame oil in a shallow bowl. working in 4 batches, dredge salmon in panko mixture, gently pressing to adhere, and transfer to a large plate or baking sheet. lightly coat the air fryer basket with cooking spray. place half of salmon in basket, spaced at least 1 inch apart. cook at 400 degrees f (200 degrees c) until browned and an instant-read thermometer inserted into the thickest part of salmon registers 125 degrees f (52 degrees c), about 5 minutes. transfer cooked salmon to a plate, and repeat with remaining salmon. while salmon cooks, stir together chili garlic sauce, honey, remaining 1/4 cup mayonnaise, 1 1/2 teaspoons soy sauce, 1/2 teaspoon toasted sesame oil, and 1/2 teaspoon lime juice in a small bowl. drizzle chili garlic mixture over cooked salmon and serve with lime wedges.","[""1 pound salmon fillet"", ""1 teaspoon kosher salt"", ""1 teaspoon granulated garlic"", ""1/2 cup mayonnaise"", ""1 tablespoon toasted sesame oil"", ""1 tablespoon soy sauce"", ""1 1/2 teaspoons lime juice,"", ""1/2 cup panko (Japanese-style breadcrumbs)"", ""1/2 cup toasted sesame seeds"", ""cooking spray"", ""2 teaspoons chili garlic sauce"", ""1 teaspoon honey""]","[""american_region"", ""asian"", ""caribbean"", ""chinese"", ""filipino"", ""japanese"", ""korean"", ""thai"", ""vietnamese""]","[""sweet"", ""spicy"", ""sour"", ""savory"", ""umami""]",fast,35,medium,"[""nut_free"", ""halal"", ""kosher""]",62,"[""plant_based"", ""sugary"", ""fried""]",moderate
Wet Wet Wings,These finger-licking chicken wings covered in wet wet sauce will surely be a smash hit at your next gathering.,4,"wet wet wings air fryer recipes air fryer recipes 2 pounds chicken wings and drummettes 1 tablespoon oil 1 1/2 teaspoons kosher salt 1/2 teaspoon pepper 1 cup wet wet sauce 1/2 bunchgreen onions, green parts only, sliced (optional) green onions, green parts only, sliced (optional) 1 teaspoon sesame seeds (optional) toss wings in a bowl with oil, salt, and pepper. transfer to the air fryer basket. air fry the wings at 400 degrees f (200 degrees c) until cooked through and crisp, 20 to 25 minutes. while wings cook, prepare the wet wet sauce and set aside. pour wet wet sauce over wings and toss to until well coated with sauce. sprinkle with green onions and sesame seeds if desired.","[""2 pounds chicken wings and drummettes"", ""1 tablespoon oil"", ""1 1/2 teaspoons kosher salt"", ""1/2 teaspoon pepper"", ""1 cup Wet Wet sauce"", ""1/2 bunchgreen onions, green parts only, sliced (optional) green onions, green parts only, sliced (optional)"", ""1 teaspoon sesame seeds (optional)""]","[""american""]","[""savory""]",fast,22,medium,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",72,"[""plant_based"", ""fried""]",moderate
Air Fried Tossed Taquitos,"These air fried tossed taquitos are frozen chicken taquitos, given a quick upgrade by air frying, tossing in buttered hot sauce, and sprinkling with cotija cheese and chopped cilantro.",2,"air fried tossed taquitos air fryer recipes air fryer recipes 24 chicken taquitos 2 tablespoons butter 1 tablespoon hot sauce 1/4 cup cotija cheese 1 tablespoon chopped cilantro 1/2 cup sour cream, or as needed for dipping heat an air fryer to 400 degrees f (200 degrees c). add taquitos and cook until slightly crispy, about 8 minutes. meanwhile, melt butter in a large skillet over medium heat. stir in hot sauce until well combined. toss taquitos in butter mixture until well coated and add to a serving platter. top with cheese and cilantro and serve with sour cream.","[""24 chicken taquitos"", ""2 tablespoons butter"", ""1 tablespoon hot sauce"", ""1/4 cup cotija cheese"", ""1 tablespoon chopped cilantro"", ""1/2 cup sour cream, or as needed for dipping""]","[""european"", ""french"", ""russian""]","[""spicy"", ""sour"", ""savory"", ""umami""]",medium,26,medium,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",52,"[""fried""]",moderate
Easy Air Fryer Chicken Breast,This air fryer chicken breast is quick and simple to make and always comes out perfectly moist and juicy. This recipe is easy to scale up for more people.,4,"easy air fryer chicken breast air fryer recipes air fryer recipes 1 (8 ounce) chicken breast 2 teaspoons olive oil 1/4 teaspoon garlic powder, or to taste salt and freshly ground black pepper to taste gather all ingredients. preheat an air fryer to 360 degrees f (182 degrees c). brush both sides of chicken breast with olive oil; season with garlic powder, salt, and pepper on one side. place chicken breast, seasoned-side down, into the air fryer basket and sprinkle the other side with garlic powder, salt, and pepper. cook in the preheated air fryer for 9 minutes. flip chicken and continue cooking until no longer pink in the center and the juices run clear, about 9 more minutes. an instant-read thermometer inserted into the center should read at least 165 degrees f (74 degrees c). transfer chicken breast to a plate and loosely cover with aluminum foil. let rest for 5 minutes before serving.","[""1 (8 ounce) chicken breast"", ""2 teaspoons olive oil"", ""1/4 teaspoon garlic powder, or to taste"", ""salt and freshly ground black pepper to taste""]","[""asian"", ""european"", ""greek"", ""korean"", ""mediterranean"", ""middle eastern region""]","[""savory""]",fast,39,medium,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",76,"[""plant_based"", ""healthy_fats"", ""fried""]",moderate
Air Fryer Lemon Garlic Parmesan Chicken,"These simple lemon garlic Parmesan chicken thighs are cooked in the air fryer. Seasoned with lemon zest, garlic, and oregano and coated in Parmesan cheese they come out juicy and tender.",7,"air fryer lemon garlic parmesan chicken air fryer recipes air fryer recipes 1 1/2 pounds skinless boneless chicken thighs 3 cloves garlic, minced 1 teaspoon lemon zest 1 teaspoon paprika 1 teaspoon dried oregano 1/2 teaspoon salt 1/4 teaspoon crushed red pepper 1/2 cup grated parmesan cheese 1/4 cup panko bread crumbs cooking spray gather all ingredients. preheat an air fryer to 400 degrees f (200 degrees c). place chicken in a large bowl. add garlic, lemon zest, paprika, oregano, salt, and crushed red pepper; toss to coat chicken in the seasonings. combine parmesan cheese and panko in a shallow dish. dredge chicken in parmesan mixture to coat. sprinkle any remaining mixture over chicken; pat to adhere. coat the chicken generously with cooking spray. lightly coat air fryer basket with cooking spray. place chicken in prepared basket (cook in batches, if needed). air fry 12 minutes or until an instant-read thermometer inserted in the center reads 170 degrees f (77 degrees c). serve immediately.","[""1 1/2 pounds skinless boneless chicken thighs"", ""3 cloves garlic, minced"", ""1 teaspoon lemon zest"", ""1 teaspoon paprika"", ""1 teaspoon dried oregano"", ""1/2 teaspoon salt"", ""1/4 teaspoon crushed red pepper"", ""1/2 cup grated parmesan cheese"", ""1/4 cup panko bread crumbs"", ""cooking spray""]","[""asian"", ""european"", ""greek"", ""italian"", ""japanese"", ""korean"", ""middle eastern region""]","[""sour"", ""savory"", ""umami""]",fast,46,medium,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",82,"[""plant_based""]",healthy
Air Fryer S'Mores,"This recipe for air fryer s'mores is perfect for the times when you have the craving, but not the bonfire. You can easily make 1 s'more in the air fryer, or make the whole batch.",4,"air fryer s'mores air fryer recipes air fryer recipes 1 sleeve graham crackers 5 (1.5 ounce) chocolate candy bars 10 s'more-sized marshmallows preheat an air fryer to 380 degrees f (193 degrees c). lay out a total of 10 graham crackers. do not break apart. take 10 s'more size marshmallows and cut them in half horizontally with a serrated knife. place the sticky side of each marshmallow half onto each square side of a graham cracker rectangle. place a piece of parchment into the air fryer basket; place a graham cracker into the basket, marshmallow side facing up. air fry until marshmallow is toasted, 3 to 4 minutes. remove carefully. gently break marshmallow-topped graham cracker rectangle into 2 squares, add a chocolate bar half on top of 1 square, and sandwich the chocolate with the other square.","[""1 sleeve graham crackers"", ""5 (1.5 ounce) chocolate candy bars"", ""10 s'more-sized marshmallows""]","[""american""]","[""sweet""]",medium,37,medium,"[""vegan"", ""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",58,"[""sugary"", ""processed_meat""]",moderate
Air Fryer Baked Yams,"These air fryer baked yams free up the oven, which is especially helpful during the holidays, and come out every bit as tender and moist as oven-baked yams.",3,"air fryer baked yams air fryer recipes air fryer recipes 1 yam 1/2 teaspoon olive oil preheat an air fryer to 400 degrees f (200 degrees c). scrub yam clean and dry with a paper towel. rub all over with olive oil. place yam in the preheated air fryer, and cook until tender when pierced with a fork, 15 to 20 minutes.","[""1 yam"", ""1/2 teaspoon olive oil""]","[""american_region"", ""caribbean"", ""european"", ""greek"", ""mediterranean"", ""middle eastern region""]","[""savory""]",medium,31,medium,"[""vegan"", ""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",68,"[""healthy_fats"", ""fried""]",moderate
Lemon Garlic Butter Chicken Spiedini,"These lemon garlic butter chicken spiedini are air-fried crispy, golden breaded chicken skewers with a light lemon garlic butter drizzle.",4,"lemon garlic butter chicken spiedini air fryer recipes air fryer recipes 1/2 cup extra-virgin olive oil 1/4 cup white wine, such as pinot grigio 3 tablespoons lemon juice 1 teaspoon lemon zest 4 cloves garlic 1/4 teaspoon crushed red pepper flakes 1/4 teaspoon oregano 2 teaspoons kosher salt 1 teaspoon pepper 2 pounds skinless boneless chicken thighs 2/3 cup italian breadcrumbs 2/3 cup panko 1/2 cup grated parmesan cheese 1/2 teaspoon garlic powder skewers cooking spray 4 tablespoons butter 2 teaspoons fresh parsley whisk together olive oil, wine, 2 tablespoons lemon juice, lemon zest, 1/2 of the garlic, crushed red pepper, oregano, 1 teaspoon salt, and 1/2 teaspoon pepper in a bowl. add chicken and toss to coat. cover and refrigerate 30 minutes to 1 hour. stir together remaining salt and pepper with bread crumbs, panko, parmesan cheese, and garlic powder in a shallow dish. remove chicken from marinade and toss to coat in breadcrumb mixture, pressing to adhere as necessary. thread chicken onto skewers and coat with olive oil cooking spray. preheat an air fryer to 390 degrees f (198 degrees c). air fry until chicken is no longer pink at the center and juices run clear, and is until lightly golden brown and crisp, about 12 minutes. an instant read thermometer, inserted near the center, should read 165 degrees f (74 degrees c). meanwhile, melt butter with remaining garlic in a microwave-safe dish on high in the microwave, about 10 seconds. stir in remaining lemon juice and parsley. drizzle butter mixture over chicken just before serving.","[""1/2 cup extra-virgin olive oil"", ""1/4 cup white wine, such as Pinot Grigio"", ""3 tablespoons lemon juice"", ""1 teaspoon lemon zest"", ""4 cloves garlic"", ""1/4 teaspoon crushed red pepper flakes"", ""1/4 teaspoon oregano"", ""2 teaspoons kosher salt"", ""1 teaspoon pepper"", ""2 pounds skinless boneless chicken thighs"", ""2/3 cup Italian breadcrumbs"", ""2/3 cup panko"", ""1/2 cup grated Parmesan cheese"", ""1/2 teaspoon garlic powder"", ""skewers"", ""cooking spray"", ""4 tablespoons butter"", ""2 teaspoons fresh parsley""]","[""asian"", ""european"", ""french"", ""greek"", ""italian"", ""japanese"", ""korean"", ""mediterranean"", ""middle eastern region""]","[""sweet"", ""spicy"", ""sour"", ""bitter"", ""savory"", ""umami""]",fast,34,hard,"[""nut_free"", ""kosher""]",74,"[""plant_based"", ""healthy_fats"", ""fried""]",moderate
Air Fryer Grilled Pimento Cheese,"Pimento cheese is a Southern classic, and also a component of the legendary sandwich at the annual Masters golf tournament. For an updated twist, combine it with juicy tomato on some crusty bread, air fry to toasty perfection, and you'll have the ultimate sandwich",4,"air fryer grilled pimento cheese air fryer recipes air fryer recipes 4 slices french bread, 2 tablespoons mayonnaise 1/2 cup pimento cheese spread 1 tomato 1/8 teaspoon dried basil salt and freshly ground black pepper preheat the air fryer to 370 degrees f (188 degrees c). spread one side of each bread slice lightly with mayonnaise. lay 2 slices of bread, mayonnaise side down, and evenly spread with pimento cheese; top with tomato slices. sprinkle with basil and season with salt and pepper. top with remaining 2 bread slices, mayonnaise side up. move sandwiches to the air fryer basket. place a toothpick in the center of each sandwich and air fry until bread is fully toasted and golden brown, 8 to 10 minutes, flipping halfway through. remove toothpick from sandwich, slice in half, and serve.","[""4 slices French bread,"", ""2 tablespoons mayonnaise"", ""1/2 cup pimento cheese spread"", ""1 tomato"", ""1/8 teaspoon dried basil"", ""salt and freshly ground black pepper""]","[""asian"", ""european"", ""italian"", ""mediterranean"", ""middle eastern region"", ""thai"", ""turkish""]","[""savory"", ""umami""]",fast,22,medium,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",78,"[""plant_based""]",moderate
Air Fryer Chicken Parmesan,Use your air fryer to make this quick and easy chicken Parmesan recipe resulting in crispy golden brown chicken with lots of cheesiness and sauce. Perfect for busy weeknights when you don't want to fuss with deep-frying.,6,"air fryer chicken parmesan air fryer recipes air fryer recipes 2 2(8-ounce) boneless skinless chicken breasts, patted dry 3/4 teaspoon kosher salt, divided 1/2 teaspoon black pepper, divided 1/3 cup all purpose flour 2 large eggs, lightly beaten 1 1/2 cups seasoned panko (japanese-style breadcrumbs) 1/4 cup armesan cheese, plus more for garnish 2 tablespoons olive oil 1/4 teaspoon crushed red pepper 1/4 teaspoon garlic powder 1 cup marinara sauce, plus more for serving 1 cup mozzarella cheese gather all ingredients. on a cutting board, butterfly chicken by cutting each breast in half widthwise to create 4 thin pieces of chicken; season both sides with 1/2teaspoon of the salt and 1/4 teaspoon of the black pepper. place flour, egg, and panko in 3 separate shallow dishes. add parmesan, oil, crushed red pepper, and garlic powder to panko; stir to coat. add remaining 1/4 teaspoon salt and remaining 1/4 teaspoon black pepper to flour; stir to combine. working with 1 chicken piece at a time, dredge chicken in flour; shake off excess. dip in egg; let excess drip off. dredge in panko mixture to coat; place on a plate. preheat a 6-quart air fryer to 400 degrees f (200 degrees c) for 2 minutes. working in two batches, add 2 chicken cutlets to the air fryer basket in a single layer. cook until chicken is golden brown on both sides, about 5 minutes per side. top each chicken piece with 1/4 cup marinara and 1/4 cup mozzarella cheese. snugly fit all 4 breasts in a single layer in air fryer basket; cook at 400 degrees f (200 degrees c) until cheese is melted and browned and a thermometer inserted into the thickest portion of chicken registers 165 degrees f (73 degrees c), 2 to 3 minutes.","[""2 2(8-ounce) boneless skinless chicken breasts, patted dry"", ""3/4 teaspoon kosher salt, divided"", ""1/2 teaspoon black pepper, divided"", ""1/3 cup all purpose flour"", ""2 large eggs, lightly beaten"", ""1 1/2 cups seasoned panko (Japanese-style breadcrumbs)"", ""1/4 cup armesan cheese, plus more for garnish"", ""2 tablespoons olive oil"", ""1/4 teaspoon crushed red pepper"", ""1/4 teaspoon garlic powder"", ""1 cup marinara sauce, plus more for serving"", ""1 cup mozzarella cheese""]","[""asian"", ""european"", ""greek"", ""italian"", ""japanese"", ""korean"", ""mediterranean"", ""middle eastern region""]","[""savory"", ""umami""]",fast,53,medium,"[""nut_free"", ""halal"", ""kosher""]",70,"[""plant_based"", ""healthy_fats"", ""fried""]",moderate
